  -3.5503923e-01  -4.7909154e-02
  -5.9422636e-01  -3.3911977e-02
   4.8248601e-01  -2.4448536e-01
  -6.2539492e-01   9.3079123e-02
  -1.1422708e-01   6.6536020e-02
   5.6987159e-01   2.4779887e-01
   2.0660470e-01  -3.8385608e-01
  -3.8687974e-02  -7.3315794e-02
  -8.7581990e-01  -1.4709404e-02
  -9.4247182e-01  -8.0595464e-02
   4.0351078e-01  -2.3999419e-02
  -1.0050700e+00  -8.5272822e-02
  -8.7272398e-01  -3.8317512e-02
   7.0932961e-03  -1.1511308e-01
  -3.2879503e-01  -2.3985342e-02
   4.4963915e-01  -7.7994123e-01
   5.3773347e-02   1.3467199e-01
  -6.3707922e-01   2.5504318e-01
  -3.1807289e-01   2.5230515e-01
  -8.9696922e-01   3.4201632e-01
  -1.3694148e-01   2.3767481e-02
   9.2769818e-01   1.7838995e-02
  -4.2866002e-01   3.8218502e-02
  -7.1853867e-01  -1.5261054e-01
  -1.6030413e-01  -6.6121899e-02
  -2.5901219e-01  -1.5379154e-01
  -2.3575767e-01  -3.6955063e-01
   8.7267720e-02  -5.2513639e-01
  -1.3823581e-01   1.5543073e-01
   3.7143448e-01   2.1854638e-01
  -1.9127103e-01  -1.0235105e-01
   9.6504360e-01   2.9467118e-01
   2.0427454e-01  -1.8947532e-02
   8.3728775e-01  -1.3521147e-02
   5.7705268e-01  -2.3182821e-01
  -3.7254392e-01  -1.0917224e-02
  -1.7958680e-01   2.8204474e-02
   1.5717524e-01  -8.4463959e-02
  -8.1843849e-01  -1.3786909e-01
   9.4076273e-01  -8.5005345e-03
   4.0797184e-02   5.2572614e-02
   8.8379562e-02   2.0168117e-01
  -2.7179235e-01  -4.8587390e-02
  -3.2137044e-01   9.8330956e-02
   3.3806438e-01   4.1944415e-01
   4.1844560e-03  -1.3803164e-01
   3.4575593e-02   1.1597166e-01
  -1.2720729e-01   8.0874445e-03
  -1.9534082e-01  -9.7537545e-02
  -2.5692816e-01   4.3399126e-02
   2.0665577e-01  -1.2278504e-01
  -1.6248621e-01   2.7839689e-02
  -1.3487884e-01  -9.4381976e-02
   3.9338226e-01  -1.0022441e-01
   5.0236320e-01   1.5355741e-02
  -1.0263058e-02   5.6035094e-01
  -8.9570897e-01   5.0614764e-02
   1.3090951e-01   1.8428503e-02
  -7.1980220e-02   9.5798425e-02
   2.7745176e-01   1.5563795e-01
  -2.4917821e-01  -1.9716164e-01
   2.3285960e-01   1.7277502e-02
  -5.7202882e-03  -2.7614615e-01
  -1.8455234e-01   2.9171429e-02
  -5.4093570e-01  -1.5481712e-01
  -8.9137756e-01   1.8554035e-02
  -3.7656254e-02  -1.8210668e-01
   4.5017370e-01  -1.3301337e-01
   4.2188461e-01   4.2474448e-02
   2.2808824e-01   1.3883417e-01
  -4.0700730e-01  -1.7037849e-01
   2.3910787e-01  -4.1375752e-01
  -3.5546802e-01   5.8573091e-02
   2.5045827e-01  -8.3303044e-02
  -6.9593158e-01   3.0735046e-03
   1.2373598e-01  -2.0496066e-01
   3.2684082e-01  -1.4466043e-01
   2.3647869e-01   1.8414016e-01
  -9.5233648e-02  -2.4062245e-01
   2.2962785e-02  -7.0082549e-01
   1.1980177e-01  -1.5875688e-02
  -3.8447767e-01  -2.7508039e-01
  -7.0279581e-02  -4.7102985e-02
  -4.4094701e-02   1.9464591e-01
  -6.4191229e-01   1.4258931e-01
   1.9253540e-01   2.6515289e-02
  -2.5842956e-01  -1.3661083e-01
  -2.5264727e-01  -2.0107194e-01
   9.3758562e-02  -1.6425884e-01
  -5.7075411e-02   6.6941956e-02
   6.6188036e-01  -1.6943378e-02
   7.7853922e-01   2.9996789e-01
  -3.0230246e-02   2.5240185e-01
  -2.9611044e-01   2.1419942e-01
  -7.1927548e-01  -9.8443557e-02
   4.7160794e-01  -4.9497346e-03
  -5.8983185e-02   1.5848606e-01
   1.7680530e-02  -1.0102001e-02
   1.3136198e+00   2.1860600e-01
   1.3002430e-01   3.7952275e-01
   3.9575285e-01  -2.2111772e-01
  -3.1816850e-01  -3.8542259e-02
   1.6702753e-01  -3.5658903e-01
  -2.4334682e-02  -1.0066883e-01
   3.8612309e-01  -3.9631080e-02
  -8.3133422e-02  -1.8909719e-01
   2.2540955e-01  -2.6021633e-01
  -1.2680221e-01  -6.8653363e-01
  -1.8704803e-01   1.1986407e+00
  -2.4418938e-01  -2.4681513e-01
   3.2719100e-02  -5.6773004e-02
   6.3464130e-01  -6.9516569e-01
   2.7146361e-01  -1.9025185e-02
  -6.2399151e-01  -1.1846525e-02
   4.1718726e-01  -1.7039110e-01
  -3.7888259e-01   1.2245229e-01
  -3.2821007e-02  -1.1780697e-02
  -1.7194341e+00  -3.1767289e-01
   6.5142074e-01  -3.3171969e-02
   4.0865761e-02  -2.1876113e-01
   5.4268331e-01  -1.2047281e-01
  -9.1387917e-01  -5.5901480e-02
   1.6479973e+00   1.3167831e-01
  -2.8578669e-01  -8.6870880e-02
  -3.6412726e-01   3.0003125e-01
  -4.7647524e-01  -6.8830776e-02
   6.2467581e-01  -7.3541296e-02
   7.5711266e-02  -1.1992752e-01
   2.2981515e-01  -2.7819907e-01
  -3.2150445e-01  -6.0616265e-01
   4.9134100e-02  -1.4798316e-01
  -6.1273022e-01  -5.0524153e-02
   3.5685287e-01  -3.5118553e-01
   2.2168227e-01  -4.0379874e-02
   4.2437748e-01   5.9046507e-01
   4.5227153e-01   2.4402575e-01
  -4.7598335e-01  -2.4592698e-01
  -6.6047749e-02  -7.1981558e-03
  -3.9284518e-02  -2.1931340e-01
   4.3107080e-01   1.4666047e-01
  -4.3703105e-01  -3.6611502e-02
  -1.0287905e-01  -6.6409085e-02
   1.1468187e-01   4.7501345e-01
  -1.3563635e-02  -5.8286151e-02
   7.1958910e-02   4.5614294e-02
   6.5635685e-01   4.0398771e-01
   2.5480948e-01  -5.4281692e-03
   4.8801324e-01   1.6217889e-01
   3.4585281e-01   2.3958082e-01
   2.5293399e-01   1.4794539e-01
   5.6718359e-02   2.0546835e-01
   8.0941690e-01   1.6905830e-01
  -5.8821837e-01   4.1612650e-01
  -7.8254391e-01  -7.6757274e-02
   6.9244834e-04   8.9208993e-02
   3.2259172e-03  -2.6237035e-02
   1.3507132e-01  -9.7964857e-02
  -5.7351611e-01  -1.8344157e-02
   1.0265195e-01  -2.4028285e-02
   5.2631614e-01   1.4485095e-02
  -2.9805009e-01   2.3097578e-01
   8.3369913e-02  -7.6807164e-03
   2.5481808e-01  -2.2546277e-01
   7.3680313e-02  -2.5468164e-01
   5.7554540e-01   1.0321974e-01
   4.6421385e-01   1.4783944e-01
  -7.6581974e-01  -4.5459728e-02
  -8.6380963e-01  -8.0182683e-02
  -6.2601765e-02   1.9265432e-02
   7.4402259e-01   1.5317569e-01
   2.6724814e-01  -4.0871991e-01
   1.1444481e-01   3.0853586e-01
  -3.7123837e-01   2.5823905e-01
   1.2224167e+00   2.2434909e-01
   8.5979730e-01   1.9214425e-01
   3.7926787e-01  -5.6662813e-02
  -1.2942669e-01  -4.1745574e-02
  -2.2936099e-01   3.8496179e-01
  -1.2422228e-01  -3.6397578e-01
   3.3167066e-02  -1.1970454e-01
  -3.8154313e-02  -1.2660479e-01
   1.7590786e-01   3.5483947e-01
  -2.3944612e-01  -2.4031647e-01
   3.4349056e-01  -3.6703193e-01
  -1.6260332e-01  -6.2660467e-01
   3.5221335e-01  -2.3163314e-01
   1.0500288e-01  -1.6046302e-01
  -1.0680080e-01  -1.8096430e-02
  -2.9725533e-01   1.6740598e-01
   6.3751595e-01   3.5298162e-02
  -6.9903313e-01   2.1266870e-01
  -2.9374093e-01   4.7651782e-01
   9.2592656e-03  -3.8411359e-01
   4.2828348e-02   7.7908209e-02
   3.4039821e-02   8.1225279e-02
   1.6762744e-01   6.1702011e-02
  -1.0828630e-02  -1.6396459e-04
  -1.1578508e-02  -7.4328955e-02
  -3.6726691e-01   5.1144866e-01
  -3.1695956e-01  -2.1950750e-01
  -1.2469935e-01  -3.5709914e-02
   9.6233077e-02  -2.2861320e-01
  -3.5023334e-01   4.8001523e-02
  -2.8855149e-02   7.7744065e-03
   1.1601679e-01   3.8173923e-01
  -7.5017084e-01   1.6270739e-01
  -4.9632189e-01  -8.7384052e-02
  -4.2839891e-02   6.0407861e-02
  -1.0055694e-01  -2.9496578e-01
  -7.5233983e-02   2.4196704e-01
   3.1363562e-01  -6.7377985e-01
   1.7459153e-01  -2.4801026e-02
   1.7670709e-02  -1.0626096e-01
   2.8348232e-01  -1.2264881e+00
  -4.1804957e-01   8.0694085e-02
   3.2813439e-01   2.4816982e-02
   2.7593751e-01   3.9736260e-03
   3.7668770e-01  -1.4038322e-01
   2.7549894e-01  -1.8768709e-01
   4.0647847e-02   2.7238470e-01
   1.6087469e-01   1.7215230e-01
  -6.6811440e-01   3.8485083e-02
   4.3934339e-02   3.7305779e-01
   3.4714730e-01  -1.6001256e-02
  -5.9183948e-01   5.1450388e-02
  -1.1398007e+00   1.5968691e-01
   3.9627156e-02   1.4255211e-01
   5.3031420e-01  -2.9972499e-01
   2.2999348e-01  -8.5770340e-02
   6.6470997e-02   1.9448324e-04
  -7.5339997e-02  -3.2018574e-01
   2.2015844e-01   2.6788683e-01
  -8.4572273e-02  -1.3240826e-01
  -1.9724430e-01  -1.2737242e-01
   2.8295882e-01  -3.2167100e-02
   5.0524789e-01   1.7018004e-01
   1.8027247e-01  -4.8211008e-02
   1.5335571e-01   7.9981866e-02
   5.0737813e-02   2.2101476e-01
  -1.2013176e-02   1.3889528e-01
   6.2264396e-01  -2.8059495e-01
   2.1900612e-01   3.3421829e-01
  -3.3171171e-01   1.1198662e-01
   9.9413447e-01   3.9341952e-01
  -6.9387729e-01   1.8618262e-03
  -2.3040029e-01   6.2636477e-01
   6.8421354e-03  -2.9149367e-01
  -6.6948914e-02   1.5203902e-01
